HouseSize_sqft,Bedrooms,Bathrooms,Age_Years,DistanceToCityCenter_km,LocalSchoolRating,SeasonSold,YearSold,Price
2478,2,3,20,11.374067305987438,1,3,2013,384512.5333511434
1301,4,2,85,8.132128181735158,3,2,2019,280248.4284992728
1512,4,1,49,16.747212528194126,9,2,2013,367470.7469893532
1609,1,2,5,6.106550184374694,2,3,2010,333312.5751315542
1780,1,1,49,18.57850046440302,5,2,2019,315240.08255597646
1702,3,2,79,10.466513212837803,4,2,2018,330473.5822717136
2017,1,2,65,15.02779423503089,3,2,2019,319247.7532529597
2367,4,3,0,25.33751055793325,5,4,2013,375986.18046218494
2451,3,1,56,10.900457694055428,6,3,2011,362228.6621735544
1836,1,2,29,9.51584049979913,1,1,2018,332901.3271450474
1182,2,2,57,4.6648519770296035,2,1,2013,313744.1260387905
1479,5,1,51,9.397147716153928,1,3,2013,303595.56774050824
1740,1,2,36,4.819141123663341,3,4,2020,309050.36543369776
1377,1,3,47,9.065157852660285,8,2,2015,369624.1516919675
2570,2,1,86,24.47342065236667,8,2,2017,365483.29056451475
1410,4,3,0,10.597989772874294,4,4,2014,374460.61957744043
2308,2,1,18,7.231562420379484,6,1,2017,399405.51478170493
1159,1,1,45,8.95140961588584,9,3,2010,299924.0976534996
2328,4,1,66,7.940643003784326,7,3,2013,409678.54929098027
1930,3,2,1,15.242009365708133,2,4,2010,326717.36243969406
2756,1,1,55,9.548877010499206,2,2,2012,325246.4992932699
1434,2,1,16,18.04444046706569,3,2,2020,283837.6365784934
1717,3,1,91,8.419503579744744,8,2,2016,329281.36552691675
1814,5,3,81,8.742103614865515,10,3,2010,422579.48911575146
1923,3,1,96,5.5160780713879305,9,1,2014,373202.39955133793
1827,2,2,78,8.083090488693657,3,3,2010,316636.0271034111
1836,3,1,21,1.332148857892733,9,4,2015,371415.61078136414
1828,2,1,26,-0.6490509192993343,10,3,2018,354039.23366779485
964,1,3,54,13.123366768494732,8,4,2012,344004.076176161
2496,4,2,31,1.2727968503953146,5,3,2020,432478.8993702688
3430,5,2,59,12.0298274959151,10,1,2020,511387.6479545702
2149,4,2,82,7.4975157507760715,3,4,2015,350303.5005054269
1432,4,1,27,14.697644860817093,7,2,2013,367765.45753539103
1482,4,1,27,1.3829778964307025,9,2,2015,373426.1068966256
2306,2,2,73,12.99125406840683,6,3,2011,373420.6013794495
2192,2,2,83,11.657999771395305,3,3,2013,320848.4414053431
1857,5,3,24,11.812581126408835,5,1,2016,387752.36975197983
2376,2,2,84,15.619494334456695,7,1,2020,371820.45018362306
968,2,1,77,10.35143533544567,8,2,2015,302143.9685365601
2377,2,1,85,-2.23919441699608,4,3,2018,363821.42367705156
2118,2,1,25,12.245540453451934,2,4,2020,306463.15486712696
1502,1,3,74,11.598363062880258,10,1,2016,380043.9381072359
1283,5,2,70,8.776874584793624,2,4,2010,318970.9688210681
2060,2,1,16,5.79113546160562,3,4,2015,369568.0490731145
2703,5,3,81,8.195403385033579,8,1,2020,466607.30301479844
1885,3,3,6,17.29029888324552,1,3,2012,308288.915654356
1573,1,1,55,5.400460777130497,7,4,2017,347722.2022310523
2095,2,3,63,1.2979426297197403,6,3,2010,406813.4425686162
2910,1,3,19,2.6586865651897647,2,4,2019,379175.03273520747
2215,1,1,37,9.823520414056599,9,3,2011,348188.89086349617
2269,3,3,74,18.354252647218303,5,3,2012,388590.2262522936
2611,5,1,57,21.02425361039076,2,3,2012,364297.97114410816
2236,1,1,15,13.251157547247729,3,3,2016,327200.4634051379
1609,4,3,50,5.093770256996651,7,1,2017,420131.8895378683
1127,3,1,26,5.62454122312489,7,4,2018,344776.2684579684
1539,4,1,50,14.379186643828518,10,3,2016,330852.3991988152
1447,3,2,74,16.658177149839197,1,2,2017,266340.10722757684
2329,4,1,15,6.790015027733324,10,4,2020,458006.7396703194
2399,4,2,86,17.122252474536367,4,4,2015,362543.7458812564
2087,1,2,59,8.852199134981397,6,3,2011,339603.13020517584
1365,1,2,75,13.571419880506873,8,4,2010,330228.2845647324
2893,3,2,39,15.727334932796701,3,2,2012,381268.6266945186
1791,5,3,66,2.591160755132086,3,2,2018,348016.8785782609
2301,1,3,1,12.257193832667378,8,2,2016,441627.0306174527
2024,1,1,47,17.143212720072775,8,4,2011,372907.4115835568
2104,2,1,51,7.196674898196694,8,4,2010,381126.02616517944
2284,1,1,23,4.7170928221138295,1,3,2011,300290.85052086844
1651,5,3,92,12.473927176650491,8,4,2012,420079.5856022438
2652,2,2,97,10.667216395219903,8,4,2015,423753.5409320399
1210,4,3,83,8.363479843628099,2,3,2018,337097.4398427266
1480,4,3,81,9.988936450201221,9,2,2017,386586.1097527466
2646,2,1,77,1.6485299712207464,7,3,2019,384972.9577061438
2295,2,1,81,12.022376614252703,8,1,2018,369973.33317724423
3270,2,1,1,17.96298927670177,2,4,2020,373205.084585757
2034,3,2,64,6.426621051079642,4,4,2020,344373.65381637134
2850,5,2,19,5.857915347748449,7,1,2017,451416.9825968783
1071,5,3,33,10.86280871995442,6,1,2016,381330.5706439467
1293,4,2,40,24.229387251445015,7,1,2015,351361.93383770366
2447,4,1,40,15.499416367767346,1,3,2017,330684.8395720088
1129,4,2,74,9.529126076353505,8,2,2015,312068.88605076517
1901,1,2,90,10.19799409026069,7,3,2011,342964.4430069482
2583,4,2,22,15.994234378083743,4,1,2018,382891.46864661225
2250,2,2,37,5.4531237623546,1,3,2018,321442.2321684903
2005,4,1,43,13.058713033322022,8,4,2012,426620.8110775894
1775,2,1,66,4.412724955529055,10,3,2018,412530.9481657556
2101,3,3,61,14.624573346092717,7,1,2011,381944.5878235246
2288,1,3,11,8.530228038928918,8,4,2012,382901.3834099545
1669,1,3,29,11.003470626214623,10,2,2015,417163.69156306615
2185,5,2,94,8.205619575659334,1,3,2013,348766.41247455805
2539,3,2,86,13.493433546766575,5,3,2017,385856.9073371391
1888,2,1,64,9.126590417052519,9,1,2010,347578.33975571225
2034,3,3,40,20.789858430141297,5,2,2015,355144.181732454
2241,1,1,19,17.09433794901106,10,4,2011,385667.0572317545
2275,2,3,5,3.478556688486277,3,1,2015,400257.2155937505
2439,3,3,74,10.957280680749674,9,1,2010,406363.73796629644
1492,1,3,98,13.675776159946256,9,3,2011,364857.2257491547
1735,2,2,3,7.709203357033931,4,2,2018,324792.64183120144
1754,2,3,92,16.062383519810048,4,1,2015,330822.7835477397
1548,1,3,9,15.473254079551365,8,3,2017,378952.0005501898
1100,2,2,50,9.582187234035686,7,4,2016,350794.22981144296
372,1,3,92,14.906079420366915,5,1,2018,233508.45012743917
2597,4,2,37,-2.0533134745407047,6,4,2018,445519.8938410359
1223,4,2,0,16.787941046384212,3,4,2020,347904.1755253188
2783,2,1,7,14.432544010377626,6,3,2013,409100.251406946
2369,2,2,80,4.561611526343709,8,2,2016,370157.0538034979
1797,1,2,82,11.259401800464277,10,4,2014,342128.3154618638
2308,2,2,62,-0.13141755683619927,9,1,2016,400605.17742640676
2212,5,3,32,6.182881835718849,3,2,2013,397363.9385503976
1449,4,1,14,15.478196690412066,8,2,2019,394174.05424464366
1992,2,3,30,9.935819207974243,3,3,2020,366375.3361728243
1510,2,2,20,9.658985137382242,2,1,2020,337736.21603229083
2327,3,2,2,10.226130953232788,5,1,2010,376100.5329207832
1642,2,1,65,9.642851768812474,4,3,2013,270117.7190982073
1951,5,1,34,14.937448584843638,5,3,2019,367056.29571720934
1930,4,2,40,6.905051927760684,6,2,2012,362030.1020206555
2060,3,2,58,12.096730368306723,3,4,2018,346700.85494462895
2831,1,3,15,4.276911675617026,1,4,2014,375910.98630974203
1879,1,2,55,13.705496141333557,4,4,2013,330868.21650077583
2608,4,3,44,8.393144490739042,6,4,2017,417350.1009256736
2239,1,1,58,9.79506233577693,2,1,2014,325375.9977345955
2709,5,3,49,8.189145305707736,2,1,2012,396140.8584276745
1830,2,2,84,8.821732997423988,1,3,2011,261392.20734333666
2348,4,3,11,4.976368861772725,9,3,2017,480977.6914007839
1970,3,3,91,11.646250310796669,3,4,2011,324979.18223899684
505,2,1,11,12.77332048684413,2,3,2017,285426.7462234175
1455,1,3,32,3.3467992307698946,4,1,2014,327573.1124397261
2291,1,2,83,7.018000470100963,6,4,2017,337578.8207144766
2258,3,3,48,10.150069213083123,1,4,2014,356069.41457649413
1352,5,3,20,7.006759309003318,9,1,2010,406385.52759679576
2110,3,3,59,8.885891929066377,9,2,2020,416637.4707594737
2251,4,2,51,18.080508702450075,8,4,2020,411021.3313250465
1982,3,3,53,4.909186072704541,6,3,2011,401776.40676807024
2364,1,2,38,-1.5609350146914842,4,2,2015,371046.3948572959
2296,5,3,48,7.006300938468426,2,1,2012,364778.4693461815
1982,5,1,63,8.35920157510154,8,2,2017,422709.5880404003
1744,3,1,99,7.550050255593591,7,2,2014,323763.52809705876
2521,4,1,85,11.34405598591021,4,4,2012,350776.284820278
2231,1,2,25,4.859591200784143,3,2,2019,356412.8255248514
1309,2,2,70,4.123599417018724,6,3,2016,319100.17928781954
2110,5,2,6,6.6275641280961395,1,4,2017,348891.3786066015
1424,3,3,71,6.730756317604203,2,1,2013,331468.54758576164
1517,4,2,61,20.604204739745594,7,3,2020,334337.3655664361
1674,4,2,89,17.762237739641563,3,4,2018,308961.40200986096
2022,1,2,87,1.6523652535261526,1,2,2015,339134.42544771044
2187,5,2,23,0.35095543554466957,2,3,2010,412388.7962014026
1795,1,1,39,9.571235261897664,10,4,2014,397922.73108626786
1817,2,3,75,19.557975060021796,10,4,2014,365251.7705672295
1748,2,1,46,13.330448709132435,9,1,2016,372670.2715606027
2523,2,3,7,9.83557150398603,7,4,2016,441879.6785494276
573,4,3,53,7.719628636441848,7,1,2015,334337.9046890607
1845,5,1,8,15.385812382204023,10,2,2017,402852.2503725408
2772,1,2,2,10.88994689801652,8,4,2011,452402.1403311162
2258,1,1,53,18.65879191590176,8,4,2016,346458.94762122567
2633,2,3,20,1.5614756878709244,9,2,2019,459814.1838332078
982,5,3,94,12.11822894266594,2,4,2016,319244.0404330928
1378,5,2,47,7.183511662270586,8,4,2013,362681.94281810697
2257,3,1,46,12.071376087568009,8,3,2019,365005.92779543943
2775,5,3,87,11.254281257981988,5,1,2011,469317.82748614094
1429,5,1,67,12.548331045000115,5,4,2013,313200.44399784296
1806,1,2,83,14.887910733880947,4,4,2013,338246.79659578286
2200,5,2,62,16.948962898809135,5,1,2015,380990.97022713354
1273,5,3,15,19.75861585201808,2,3,2016,338873.87667934655
2260,1,2,73,10.078971505286864,2,1,2012,315888.06531187845
662,5,3,89,7.288250131948431,5,4,2019,315067.41182533954
2246,1,3,92,3.8708911565913855,3,2,2010,368187.3706949364
1502,3,2,4,12.174431701817923,1,2,2012,344047.58304192865
1776,4,2,10,14.174586737133769,9,3,2018,407393.1290305207
2325,1,1,28,3.2577612548444606,2,3,2010,302675.66116347304
2223,1,1,78,15.723324921243698,10,4,2017,361839.0347822045
1996,5,3,69,9.49324844808094,2,3,2011,369463.4704094289
2484,1,1,47,3.7209160787883677,4,4,2015,379149.421271404
1149,2,3,14,5.758564027526759,2,2,2012,296288.9111154335
2102,2,2,83,5.283786186781111,7,3,2016,354445.9412323597
1604,3,2,33,5.372723759504711,10,4,2011,387825.8897942126
2459,1,1,59,12.84950698221321,1,1,2013,312482.9179279991
2343,5,3,61,14.319138643442747,2,3,2019,385151.74077052926
2361,5,3,1,18.495727907616008,5,4,2018,442822.45980316924
2822,4,1,79,6.508888838307518,2,4,2015,328193.9261115973
2563,3,3,18,11.714781337276529,9,1,2013,457894.7749331217
1921,5,3,97,6.7648709985067175,4,2,2011,372698.13154378
1999,4,2,48,10.100619514978536,9,1,2019,409352.4050091818
2300,5,3,77,2.598098063371709,1,4,2018,373349.57778116124
2068,4,3,87,4.3840142983011,1,1,2013,280119.6821134571
2352,2,3,27,14.01530244329389,1,1,2018,374447.5890101754
884,2,1,47,2.582670239471252,4,4,2011,265653.22764491686
2940,5,1,95,13.074154838388445,9,2,2016,435700.05502010375
2030,3,1,36,6.619254739741415,8,1,2020,410883.641595861
1188,1,3,73,0.37231807646726445,7,1,2020,300005.61884528125
1543,3,3,48,-2.6928466971573464,1,3,2014,350508.03191648796
935,3,1,47,17.317306732766713,3,3,2017,250221.29300104815
1454,1,1,72,0.4729176599206202,9,4,2020,332379.1341740855
1928,2,3,87,9.678136919929702,9,4,2017,377702.959762405
2757,2,3,99,11.76975397188491,5,4,2013,396708.6070415232
2205,1,2,28,3.4339888547676525,6,3,2013,392974.43416716525
2116,4,1,59,7.232373158232223,6,4,2017,377309.9526171645
1432,3,3,28,12.394119550039065,10,1,2012,367338.72403333324
1587,5,1,57,11.46658092410237,4,1,2016,286087.17981945287
1626,2,1,47,7.697122167628727,1,2,2017,311348.5241336253
1646,5,1,22,11.18452314837661,5,4,2017,380044.84272934566
1824,1,2,26,9.488826679072114,1,1,2020,296761.5664361474
1861,5,3,94,5.147917102187361,1,1,2019,350848.9973502055
1830,5,3,6,16.002452283868656,5,2,2013,403312.11099883687
1664,3,1,48,11.037102924807165,5,1,2018,354892.7306287864
2067,1,3,53,0.7898441138046568,7,2,2019,388731.85501053126
1842,5,2,67,12.608373245858733,2,2,2013,359999.4314193254
1202,2,1,77,6.9224207500318276,6,3,2017,285406.26701101067
2017,1,2,41,8.552819046759536,2,1,2015,333497.65132623404
1941,2,2,73,10.0409741709837,10,3,2014,372255.46938667924
1210,4,3,58,6.035262485069519,5,1,2013,338095.5869778962
1704,5,3,43,19.015189314471762,4,3,2014,325087.41182429815
2298,1,2,97,2.5334113736578967,10,2,2020,402336.19576098956
1431,2,3,25,10.28343738649219,5,2,2010,388760.43488105375
1378,5,2,22,11.906757905774581,2,2,2016,314233.3432866772
1837,3,2,72,10.20606387514001,8,2,2017,383515.8442874591
2311,2,1,7,9.045070957610143,8,1,2018,415043.3109478731
2905,2,2,52,8.114933585066046,6,4,2012,398843.09555630235
2329,4,2,13,5.98410027101015,3,1,2018,383216.1975270931
2542,3,3,70,5.8954342091358,4,3,2019,416814.65729996975
2173,4,1,6,15.792717256338904,1,1,2014,374359.4992354365
1657,3,3,8,7.791266382515378,9,1,2019,427088.53188373375
2325,2,1,2,20.660928334031894,10,3,2015,399189.681835378
1957,4,3,77,13.34470159397884,5,2,2010,392794.4066514368
2188,5,2,16,-3.338148573032125,8,3,2018,432006.44869560923
1526,3,1,43,14.416295081137829,3,3,2018,337796.4474744598
2233,2,1,85,9.73420097138709,4,4,2015,359059.9434777975
1939,1,1,45,3.0502412630808813,4,4,2017,352029.3600485989
2115,3,1,89,16.521275999129813,8,2,2013,360584.8874479359
1957,3,3,57,7.82041533273236,9,3,2014,357581.7379331184
1861,5,3,27,7.395338198591083,3,3,2014,387459.0464876993
2242,3,1,13,11.875950084711466,7,3,2016,430021.6505587017
1796,3,1,8,15.714151697781173,9,1,2016,405826.97765411105
1205,5,1,25,10.56707599099079,2,4,2016,326889.20481261023
1063,5,3,1,10.209096739476694,4,4,2014,355824.00413333776
2092,4,1,74,6.515669927733734,3,2,2013,360572.4480576341
1776,2,1,80,15.628784245160507,8,4,2017,300711.86405673064
1135,2,1,33,10.615253932793898,4,4,2010,293218.0271804005
2053,4,3,18,8.872784362914999,9,2,2010,476574.80673035403
1953,2,2,38,8.252465615206148,1,3,2015,312310.1290885957
1750,3,2,81,15.134127977935279,1,1,2011,312049.6586487622
2123,4,3,12,8.68838201850436,4,2,2012,373319.1375781867
2657,4,2,4,15.146988090676606,3,4,2013,396658.96184748353
2642,2,1,49,7.64212648321732,3,2,2011,362547.1298894616
2071,1,1,22,13.611527418913699,10,4,2019,391010.87329047715
1957,2,3,87,11.03548090171181,2,3,2016,365663.416774981
2078,1,3,28,5.24622505708022,10,3,2019,409572.758496631
2154,4,2,71,9.56511951186638,10,3,2010,424523.6073365905
1865,1,2,25,-0.9530145820056859,2,4,2012,349030.6675428657
2087,3,1,78,6.279800794840742,8,2,2011,356293.2127954775
1213,5,3,56,2.110967973701766,1,4,2018,352657.96952818544
2040,1,2,0,19.98750046589837,8,3,2017,399375.9452976811
2238,5,2,27,2.169846919916937,10,3,2012,450760.64651952015
1755,3,1,61,22.928953136089888,3,3,2014,307215.09551470925
1952,5,1,46,12.571397663342411,2,4,2012,323837.1585896482
1444,3,1,77,7.405664160234895,9,1,2020,325582.59041489934
1374,5,1,97,14.031800503104131,5,3,2020,310737.05882221996
2105,5,2,58,6.7774264042022505,5,2,2020,404422.05783644057
1635,2,3,30,2.952255597961959,6,3,2015,370127.54781787045
1111,1,3,69,10.39535134104414,4,4,2014,285325.499496331
1444,5,1,48,13.500363481631203,7,2,2020,351085.2056929044
1516,4,1,4,16.39205447630944,7,4,2011,384980.2835018156
2387,2,2,30,12.48865054779496,9,1,2019,386824.6468313975
2089,1,1,36,7.353272381653344,6,1,2017,369323.7080608458
1564,2,3,78,16.931380410404113,1,4,2015,305508.1229967305
1706,1,1,14,15.814879131180199,9,3,2012,332353.61662603397
2656,3,3,51,11.345087638857706,10,2,2010,446249.4888657797
2468,5,1,68,16.05388873411747,9,3,2014,423067.54455634527
1440,4,1,91,20.92405155492404,5,4,2020,262366.9487654416
2581,2,3,96,7.282080299531335,7,4,2011,374061.4826664681
1959,2,2,10,5.501611588584982,1,3,2011,314990.14564186917
2399,2,2,42,7.136554047860175,4,2,2018,362253.8268960551
1918,2,1,69,3.251749850170783,10,2,2020,393902.8881366404
2592,5,1,22,12.956073923083459,4,2,2019,418609.21596953465
1420,1,3,39,1.9504839932815639,5,2,2016,334441.3678832229
1872,5,3,62,16.325071170358488,6,2,2015,409853.7479802033
2608,3,1,1,6.63909181913256,4,1,2010,413528.93755419843
803,5,3,78,16.793538994220793,6,1,2019,352859.04496472277
1976,5,2,86,-2.785191491602241,10,4,2011,416814.2734047394
1803,3,2,85,8.074061861480846,7,1,2020,366357.4800878444
2342,5,3,72,3.5349479212187322,3,2,2016,464001.46836711664
2534,1,3,46,16.766774612941013,9,2,2012,407741.7568637138
2365,4,3,29,18.39512399251914,8,2,2011,433055.23510453844
2120,3,2,15,-1.7203944867468834,1,4,2015,365042.35229450674
2020,2,1,58,14.329307791668935,2,4,2017,306860.62123718235
1828,1,3,46,15.343436768294534,2,3,2017,335218.61949452676
2104,4,3,29,11.628422626054132,10,1,2020,445233.75060892553
2729,1,3,8,12.940816547060109,9,1,2011,419212.1922679827
